,verb,"NP V that S{first, past}","NP V that S{third, past}","NP V that S{first, present}","NP V that S{third, present}","NP be V that S{first, past}","NP be V that S{third, past}","NP be V that S{first, present}","NP be V that S{third, present}","NP be V to VP[+eventive]{first, past}","NP be V to VP[+eventive]{third, past}","NP be V to VP[+eventive]{first, present}","NP be V to VP[+eventive]{third, present}","NP V to VP[+eventive]{first, past}","NP V to VP[+eventive]{third, past}","NP V to VP[+eventive]{first, present}","NP V to VP[+eventive]{third, present}","NP V to VP[-eventive]{first, past}","NP V to VP[-eventive]{third, past}","NP V to VP[-eventive]{first, present}","NP V to VP[-eventive]{third, present}","NP be V to VP[-eventive]{first, past}","NP be V to VP[-eventive]{third, past}","NP be V to VP[-eventive]{first, present}","NP be V to VP[-eventive]{third, present}",tense: past,tense: present,subject: first,subject: third,total
102,brainstorm,0.393,0.393,0.393,0.393,0,0,0,0,0,0,0,0,0.33999999999999997,0.33999999999999997,0.33999999999999997,0.33999999999999997,0,0,0,0,0,0,0,0,0.28425,0,0.20200000000000004,0.3665,0.28425
103,bribe,0,0,0,0,0,0,0,0,0.4880000000000001,0.4880000000000001,0.4880000000000001,0.4880000000000001,0.442,0.442,0.442,0.442,0.302,0.302,0.302,0.302,0.347,0.347,0.347,0.347,0.34212499999999996,0.266,0.2945,0.339,0.31675
104,brief,0,0,0,0,0.31500000000000006,0.31500000000000006,0.31500000000000006,0.31500000000000006,0.342,0.342,0.342,0.342,0,0,0,0,0,0,0,0,0,0,0,0,0.359,0.36575,0.39125,0.3335,0.362375
105,broadcast,0.339,0.339,0.339,0.339,0.35500000000000004,0.35500000000000004,0.35500000000000004,0.35500000000000004,0,0,0,0,0,0,0,0,0.23499999999999996,0.23499999999999996,0.23499999999999996,0.23499999999999996,0.36500000000000005,0.36500000000000005,0.36500000000000005,0.36500000000000005,0.317625,0.19949999999999998,0.2809999999999999,0.2755,0.27825
106,brood,0.24900000000000003,0.24900000000000003,0.24900000000000003,0.24900000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0.316,0.316,0.316,0.316,0,0,0,0,0.2915,0.3065,0.263,0.32999999999999996,0.2965
107,bug,0,0,0,0,0.25,0.25,0.25,0.25,0.341,0.341,0.341,0.341,0,0,0,0,0,0,0,0,0.22200000000000003,0.22200000000000003,0.22200000000000003,0.22200000000000003,0.2588333333333333,0.31175,0.2654,0.29460000000000003,0.27999999999999997
108,bullshit,0.272,0.272,0.272,0.272,0,0,0,0,0.364,0.364,0.364,0.364,0,0,0,0,0,0,0,0,0.354,0.354,0.354,0.354,0.31200000000000006,0.36275,0.314,0.3506000000000001,0.3323
109,bully,0,0,0,0,0,0,0,0,0.256,0.256,0.256,0.256,0,0,0,0,0.227,0.227,0.227,0.227,0,0,0,0,0.27125,0.34550000000000003,0.30766666666666675,0.2843333333333334,0.29600000000000004
110,buy,0,0,0,0,0,0,0,0,0.457,0.457,0.457,0.457,0,0,0,0,0,0,0,0,0,0,0,0,0.394,0,0.331,0.457,0.394
111,cackle,0.387,0.387,0.387,0.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3435,0.4205,0.38049999999999995,0.3835,0.382
112,cajole,0,0,0,0,0,0,0,0,0.48900000000000005,0.48900000000000005,0.48900000000000005,0.48900000000000005,0,0,0,0,0,0,0,0,0.24300000000000002,0.24300000000000002,0.24300000000000002,0.24300000000000002,0.3245,0.32399999999999995,0.2976666666666667,0.35100000000000003,0.3243333333333333
113,calculate,0.277,0.277,0.277,0.277,0,0,0,0,0.43499999999999994,0.43499999999999994,0.43499999999999994,0.43499999999999994,0.303,0.303,0.303,0.303,0,0,0,0,0.6609999999999999,0.6609999999999999,0.6609999999999999,0.6609999999999999,0.3905,0.41950000000000004,0.36916666666666664,0.43116666666666664,0.4001666666666666
114,calibrate,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.27,0.27,0.27,0,0,0,0,0,0,0,0,0.38699999999999996,0,0.5039999999999999,0.27,0.38699999999999996
115,call,0,0,0,0,0,0,0,0,0.29900000000000004,0.29900000000000004,0.29900000000000004,0.29900000000000004,0.318,0.318,0.318,0.318,0.41100000000000003,0.41100000000000003,0.41100000000000003,0.41100000000000003,0.41500000000000004,0.41500000000000004,0.41500000000000004,0.41500000000000004,0.3505,0.3465,0.33640000000000003,0.363,0.34970000000000007
116,care,0.269,0.269,0.269,0.269,0,0,0,0,0,0,0,0,0.5509999999999999,0.5509999999999999,0.5509999999999999,0.5509999999999999,0.541,0.541,0.541,0.541,0,0,0,0,0.4656666666666666,0.485,0.46299999999999997,0.4876666666666666,0.47533333333333333
117,catch,0.396,0.396,0.396,0.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3285,0.31500000000000006,0.29850000000000004,0.345,0.32175000000000004
118,categorize,0.453,0.453,0.453,0.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5740000000000001,0.5740000000000001,0.5740000000000001,0.5740000000000001,0.50825,0.4035,0.48066666666666663,0.466,0.47333333333333333
119,cause,0,0,0,0,0,0,0,0,0.33599999999999997,0.33599999999999997,0.33599999999999997,0.33599999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0.3305,0,0.325,0.33599999999999997,0.3305
120,caution,0.33699999999999997,0.33699999999999997,0.33699999999999997,0.33699999999999997,0.421,0.421,0.421,0.421,0.28200000000000003,0.28200000000000003,0.28200000000000003,0.28200000000000003,0,0,0,0,0,0,0,0,0.325,0.325,0.325,0.325,0.315125,0.3471666666666666,0.3177142857142858,0.34,0.3288571428571429
121,cease,0,0,0,0,0,0,0,0,0.30700000000000005,0.30700000000000005,0.30700000000000005,0.30700000000000005,0.479,0.479,0.479,0.479,0.314,0.314,0.314,0.314,0,0,0,0,0.32333333333333336,0.33125,0.293,0.36,0.32650000000000007
122,celebrate,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.24,0.24,0.24,0,0,0,0,0.2995,0.29275,0.32650000000000007,0.26575,0.29612499999999997
123,certify,0.354,0.354,0.354,0.354,0.44299999999999995,0.44299999999999995,0.44299999999999995,0.44299999999999995,0.20500000000000002,0.20500000000000002,0.20500000000000002,0.20500000000000002,0,0,0,0,0.385,0.385,0.385,0.385,0.386,0.386,0.386,0.386,0.3325999999999999,0.3220000000000001,0.32175000000000004,0.3355,0.328625
124,challenge,0.529,0.529,0.529,0.529,0.329,0.329,0.329,0.329,0.23500000000000001,0.23500000000000001,0.23500000000000001,0.23500000000000001,0,0,0,0,0.256,0.256,0.256,0.256,0.4720000000000001,0.4720000000000001,0.4720000000000001,0.4720000000000001,0.3182,0.30766666666666664,0.28462499999999996,0.34387500000000004,0.31425000000000003
125,change,0,0,0,0,0,0,0,0,0,0,0,0,0.47400000000000003,0.47400000000000003,0.47400000000000003,0.47400000000000003,0.277,0.277,0.277,0.277,0,0,0,0,0.33975,0,0.304,0.37550000000000006,0.33975
126,chant,0.205,0.205,0.205,0.205,0,0,0,0,0,0,0,0,0.388,0.388,0.388,0.388,0,0,0,0,0,0,0,0,0.30274999999999996,0.25675,0.259,0.3005,0.27975000000000005
127,characterize,0,0,0,0,0,0,0,0,0.45,0.45,0.45,0.45,0,0,0,0,0,0,0,0,0.422,0.422,0.422,0.422,0.44025,0.344,0.389,0.42733333333333334,0.4081666666666667
128,charge,0.25399999999999995,0.25399999999999995,0.25399999999999995,0.25399999999999995,0,0,0,0,0.29,0.29,0.29,0.29,0.502,0.502,0.502,0.502,0.307,0.307,0.307,0.307,0.285,0.285,0.285,0.285,0.32480000000000003,0.394,0.332,0.34066666666666656,0.3363333333333333
129,charm,0,0,0,0,0.366,0.366,0.366,0.366,0.399,0.399,0.399,0.399,0,0,0,0,0,0,0,0,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.34049999999999997,0.32466666666666666,0.26599999999999996,0.39916666666666667,0.3325833333333333
130,chasten,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.321,0,0.262,0.38,0.321
131,chastise,0,0,0,0,0.18,0.18,0.18,0.18,0.188,0.188,0.188,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0.21675,0.38250000000000006,0.301,0.243,0.272
132,chat,0.31999999999999995,0.31999999999999995,0.31999999999999995,0.31999999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.3865,0.32249999999999995,0.33399999999999996,0.32825
133,chatter,0.31799999999999995,0.31799999999999995,0.31799999999999995,0.31799999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36250000000000004,0.41200000000000003,0.39,0.38449999999999995,0.38725
134,check,0.264,0.264,0.264,0.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0.3994999999999999,0.36449999999999994,0.30399999999999994,0.33425000000000005
135,cheer,0.441,0.441,0.441,0.441,0.168,0.168,0.168,0.168,0.426,0.426,0.426,0.426,0.253,0.253,0.253,0.253,0,0,0,0,0.24,0.24,0.24,0.24,0.3043,0.28675,0.30357142857142855,0.295,0.29928571428571427
136,chide,0.19899999999999998,0.19899999999999998,0.19899999999999998,0.19899999999999998,0.32599999999999996,0.32599999999999996,0.32599999999999996,0.32599999999999996,0.32799999999999996,0.32799999999999996,0.32799999999999996,0.32799999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0.2533333333333333,0,0.2223333333333333,0.2843333333333333,0.2533333333333333
137,chirp,0.28900000000000003,0.28900000000000003,0.28900000000000003,0.28900000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2935,0,0.29800000000000004,0.28900000000000003,0.2935
138,choose,0,0,0,0,0,0,0,0,0.34199999999999997,0.34199999999999997,0.34199999999999997,0.34199999999999997,0.716,0.716,0.716,0.716,0,0,0,0,0.36,0.36,0.36,0.36,0.4863333333333333,0.5478333333333334,0.5439999999999999,0.4901666666666666,0.5170833333333333
139,chronicle,0.355,0.355,0.355,0.355,0,0,0,0,0.301,0.301,0.301,0.301,0,0,0,0,0,0,0,0,0,0,0,0,0.33175,0.4640000000000001,0.4282500000000001,0.3675,0.397875
140,chuckle,0.207,0.207,0.207,0.207,0.34800000000000003,0.34800000000000003,0.34800000000000003,0.34800000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0,0.33849999999999997,0.2775,0.308
141,circulate,0.272,0.272,0.272,0.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23199999999999998,0.36949999999999994,0.271,0.3304999999999999,0.30075
142,claim,0.5309999999999999,0.5309999999999999,0.5309999999999999,0.5309999999999999,0,0,0,0,0,0,0,0,0.46099999999999997,0.46099999999999997,0.46099999999999997,0.46099999999999997,0.5279999999999999,0.5279999999999999,0.5279999999999999,0.5279999999999999,0.458,0.458,0.458,0.458,0.5038750000000001,0.42387499999999995,0.446,0.48175000000000007,0.463875
143,clarify,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.403,0.403,0.403,0.403,0.341,0.341,0.341,0.341,0.38799999999999996,0.36475,0.33580000000000004,0.42160000000000003,0.37870000000000004
144,classify,0.32799999999999996,0.32799999999999996,0.32799999999999996,0.32799999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3375,0,0.347,0.32799999999999996,0.3375
145,clear,0,0,0,0,0,0,0,0,0.418,0.418,0.418,0.418,0,0,0,0,0,0,0,0,0.489,0.489,0.489,0.489,0.39849999999999997,0.3355,0.32975000000000004,0.40425000000000005,0.367
146,coach,0,0,0,0,0.29900000000000004,0.29900000000000004,0.29900000000000004,0.29900000000000004,0.454,0.454,0.454,0.454,0.45599999999999985,0.45599999999999985,0.45599999999999985,0.45599999999999985,0,0,0,0,0.392,0.392,0.392,0.392,0.34175,0.3408333333333334,0.3022857142857144,0.3804285714285714,0.3413571428571429
147,coax,0,0,0,0,0,0,0,0,0.26799999999999996,0.26799999999999996,0.26799999999999996,0.26799999999999996,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.35625,0.47450000000000003,0.36066666666666664,0.43066666666666664,0.3956666666666668
148,coerce,0,0,0,0,0,0,0,0,0.20500000000000002,0.20500000000000002,0.20500000000000002,0.20500000000000002,0.5469999999999999,0.5469999999999999,0.5469999999999999,0.5469999999999999,0,0,0,0,0.281,0.281,0.281,0.281,0.3036666666666667,0.26975,0.273,0.30720000000000003,0.29009999999999997
149,come,0,0,0,0,0,0,0,0,0,0,0,0,0.21199999999999997,0.21199999999999997,0.21199999999999997,0.21199999999999997,0.40800000000000003,0.40800000000000003,0.40800000000000003,0.40800000000000003,0,0,0,0,0.40449999999999997,0.39699999999999996,0.48366666666666674,0.3203333333333333,0.402
150,come_around,0,0,0,0,0,0,0,0,0,0,0,0,0.23500000000000001,0.23500000000000001,0.23500000000000001,0.23500000000000001,0.31900000000000006,0.31900000000000006,0.31900000000000006,0.31900000000000006,0,0,0,0,0.3725,0.324,0.42633333333333334,0.28633333333333333,0.35633333333333334
151,come_out,0.397,0.397,0.397,0.397,0,0,0,0,0,0,0,0,0.42800000000000005,0.42800000000000005,0.42800000000000005,0.42800000000000005,0.418,0.418,0.418,0.418,0,0,0,0,0.3783333333333333,0.39325,0.3368,0.4317999999999999,0.3843
152,comfort,0,0,0,0,0.26099999999999995,0.26099999999999995,0.26099999999999995,0.26099999999999995,0.375,0.375,0.375,0.375,0,0,0,0,0,0,0,0,0.30100000000000005,0.30100000000000005,0.30100000000000005,0.30100000000000005,0.3471666666666666,0.36550000000000005,0.3876,0.3214,0.35450000000000004
153,command,0.35100000000000003,0.35100000000000003,0.35100000000000003,0.35100000000000003,0,0,0,0,0.353,0.353,0.353,0.353,0.42400000000000004,0.42400000000000004,0.42400000000000004,0.42400000000000004,0.22100000000000003,0.22100000000000003,0.22100000000000003,0.22100000000000003,0.32700000000000007,0.32700000000000007,0.32700000000000007,0.32700000000000007,0.35340000000000005,0.350375,0.34044444444444444,0.36366666666666664,0.35205555555555557
154,commence,0,0,0,0,0,0,0,0,0.29500000000000004,0.29500000000000004,0.29500000000000004,0.29500000000000004,0.47000000000000003,0.47000000000000003,0.47000000000000003,0.47000000000000003,0.422,0.422,0.422,0.422,0,0,0,0,0.4025,0.383,0.38949999999999996,0.396,0.39275
155,commend,0,0,0,0,0.279,0.279,0.279,0.279,0.22399999999999998,0.22399999999999998,0.22399999999999998,0.22399999999999998,0,0,0,0,0,0,0,0,0.27199999999999996,0.27199999999999996,0.27199999999999996,0.27199999999999996,0.3185,0,0.37866666666666665,0.25833333333333336,0.3185
156,comment,0.279,0.279,0.279,0.279,0,0,0,0,0,0,0,0,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.367,0.367,0.367,0.367,0.44299999999999995,0.44299999999999995,0.44299999999999995,0.44299999999999995,0.37625000000000003,0.32925000000000004,0.3441666666666667,0.377,0.3605833333333333
157,commission,0,0,0,0,0,0,0,0,0.31199999999999994,0.31199999999999994,0.31199999999999994,0.31199999999999994,0.257,0.257,0.257,0.257,0.183,0.183,0.183,0.183,0.434,0.434,0.434,0.434,0.30087499999999995,0.3445,0.30457142857142855,0.3345714285714286,0.3195714285714286
158,communicate,0.483,0.483,0.483,0.483,0,0,0,0,0,0,0,0,0.437,0.437,0.437,0.437,0,0,0,0,0,0,0,0,0.45625,0.29275,0.30300000000000005,0.446,0.3745
159,compel,0,0,0,0,0,0,0,0,0.533,0.533,0.533,0.533,0,0,0,0,0,0,0,0,0.501,0.501,0.501,0.501,0.43174999999999997,0.462,0.43550000000000005,0.45824999999999994,0.446875
160,compete,0,0,0,0,0,0,0,0,0,0,0,0,0.28700000000000003,0.28700000000000003,0.28700000000000003,0.28700000000000003,0.251,0.251,0.251,0.251,0,0,0,0,0.31375000000000003,0.337,0.3573333333333334,0.2856666666666667,0.32150000000000006
161,complain,0.42000000000000004,0.42000000000000004,0.42000000000000004,0.42000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32900000000000007,0.31999999999999995,0.225,0.42399999999999993,0.3245
162,compliment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0.318,0.318,0.318,0.2605,0,0.20299999999999999,0.318,0.2605
163,comprehend,0.5169999999999999,0.5169999999999999,0.5169999999999999,0.5169999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4490000000000001,0.3409999999999999,0.376,0.414,0.395
164,compromise,0,0,0,0,0,0,0,0,0.24500000000000002,0.24500000000000002,0.24500000000000002,0.24500000000000002,0.176,0.176,0.176,0.176,0.15799999999999997,0.15799999999999997,0.15799999999999997,0.15799999999999997,0.24300000000000002,0.24300000000000002,0.24300000000000002,0.24300000000000002,0.270125,0,0.33475,0.20549999999999996,0.270125
165,compute,0.503,0.503,0.503,0.503,0,0,0,0,0,0,0,0,0.577,0.577,0.577,0.577,0,0,0,0,0.45899999999999996,0.45899999999999996,0.45899999999999996,0.45899999999999996,0.4673333333333333,0.403,0.40840000000000004,0.47480000000000006,0.4416
166,conceal,0.37500000000000006,0.37500000000000006,0.37500000000000006,0.37500000000000006,0,0,0,0,0.33399999999999996,0.33399999999999996,0.33399999999999996,0.33399999999999996,0,0,0,0,0.4130000000000001,0.4130000000000001,0.4130000000000001,0.4130000000000001,0,0,0,0,0.3331666666666667,0.25,0.3085,0.31625,0.312375
167,concede,0.377,0.377,0.377,0.377,0,0,0,0,0.475,0.475,0.475,0.475,0.45899999999999996,0.45899999999999996,0.45899999999999996,0.45899999999999996,0.537,0.537,0.537,0.537,0,0,0,0,0.413875,0.388,0.35833333333333334,0.45216666666666666,0.40524999999999994
168,conceive,0.507,0.507,0.507,0.507,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.43599999999999994,0.43599999999999994,0.43599999999999994,0.43599999999999994,0.45499999999999996,0.45499999999999996,0.45499999999999996,0.45499999999999996,0.417625,0.4983333333333333,0.4185714285714284,0.4858571428571428,0.45221428571428574
169,concern,0,0,0,0,0.316,0.316,0.316,0.316,0.43099999999999994,0.43099999999999994,0.43099999999999994,0.43099999999999994,0,0,0,0,0.533,0.533,0.533,0.533,0.294,0.294,0.294,0.294,0.30837499999999995,0.25575000000000003,0.224,0.3576666666666667,0.29083333333333333
170,conclude,0.56,0.56,0.56,0.56,0,0,0,0,0,0,0,0,0.361,0.361,0.361,0.361,0.64,0.64,0.64,0.64,0.6809999999999999,0.6809999999999999,0.6809999999999999,0.6809999999999999,0.5498749999999999,0.544625,0.5389999999999999,0.5555,0.54725
171,concur,0.502,0.502,0.502,0.502,0,0,0,0,0,0,0,0,0.329,0.329,0.329,0.329,0,0,0,0,0,0,0,0,0.40774999999999995,0.54625,0.488,0.466,0.477
172,condemn,0.45499999999999996,0.45499999999999996,0.45499999999999996,0.45499999999999996,0,0,0,0,0.45499999999999996,0.45499999999999996,0.45499999999999996,0.45499999999999996,0.265,0.265,0.265,0.265,0,0,0,0,0.319,0.319,0.319,0.319,0.319375,0.26849999999999996,0.2752,0.3432,0.30920000000000003
173,confess,0.587,0.587,0.587,0.587,0,0,0,0,0,0,0,0,0.21399999999999997,0.21399999999999997,0.21399999999999997,0.21399999999999997,0.366,0.366,0.366,0.366,0.477,0.477,0.477,0.477,0.4465,0.44316666666666665,0.48814285714285705,0.40199999999999997,0.44507142857142856
174,confide,0.253,0.253,0.253,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0.205,0.205,0.205,0,0,0,0,0.27625,0.418,0.366,0.32825,0.347125
175,confirm,0.43499999999999994,0.43499999999999994,0.43499999999999994,0.43499999999999994,0,0,0,0,0.333,0.333,0.333,0.333,0.434,0.434,0.434,0.434,0.364,0.364,0.364,0.364,0.48,0.48,0.48,0.48,0.4185999999999999,0.35466666666666674,0.433,0.35625,0.394625
176,confound,0,0,0,0,0.346,0.346,0.346,0.346,0.27799999999999997,0.27799999999999997,0.27799999999999997,0.27799999999999997,0,0,0,0,0,0,0,0,0.344,0.344,0.344,0.344,0.35150000000000003,0.31649999999999995,0.36075,0.32475,0.34275
177,confuse,0.3,0.3,0.3,0.3,0.265,0.265,0.265,0.265,0.22000000000000003,0.22000000000000003,0.22000000000000003,0.22000000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0.2228333333333333,0,0.18400000000000002,0.26166666666666666,0.2228333333333333
178,congratulate,0,0,0,0,0.274,0.274,0.274,0.274,0,0,0,0,0,0,0,0,0,0,0,0,0.32299999999999995,0.32299999999999995,0.32299999999999995,0.32299999999999995,0.31399999999999995,0.28700000000000003,0.31949999999999995,0.2815,0.30050000000000004
179,conjecture,0.495,0.495,0.495,0.495,0,0,0,0,0.528,0.528,0.528,0.528,0.45499999999999996,0.45499999999999996,0.45499999999999996,0.45499999999999996,0,0,0,0,0,0,0,0,0.44833333333333336,0.3994999999999999,0.38,0.49224999999999997,0.436125
180,connect,0.296,0.296,0.296,0.296,0,0,0,0,0.26299999999999996,0.26299999999999996,0.26299999999999996,0.26299999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0.2835,0,0.2875,0.27949999999999997,0.2835
181,consent,0.27799999999999997,0.27799999999999997,0.27799999999999997,0.27799999999999997,0,0,0,0,0,0,0,0,0.5449999999999999,0.5449999999999999,0.5449999999999999,0.5449999999999999,0.253,0.253,0.253,0.253,0,0,0,0,0.4115,0.4727499999999999,0.46840000000000004,0.4036,0.4360000000000001
182,consider,0.426,0.426,0.426,0.426,0,0,0,0,0.528,0.528,0.528,0.528,0.386,0.386,0.386,0.386,0.457,0.457,0.457,0.457,0.605,0.605,0.605,0.605,0.4461,0.577625,0.518,0.49111111111111116,0.5045555555555555
183,console,0.502,0.502,0.502,0.502,0.433,0.433,0.433,0.433,0.329,0.329,0.329,0.329,0,0,0,0,0,0,0,0,0,0,0,0,0.39499999999999996,0.3,0.34900000000000003,0.3935,0.37124999999999997
184,conspire,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0.292,0.292,0.292,0.48500000000000004,0.48500000000000004,0.48500000000000004,0.48500000000000004,0,0,0,0,0.2895,0.3865,0.25925000000000004,0.41675000000000006,0.33799999999999997
185,consult,0,0,0,0,0.30900000000000005,0.30900000000000005,0.30900000000000005,0.30900000000000005,0.257,0.257,0.257,0.257,0,0,0,0,0,0,0,0,0.296,0.296,0.296,0.296,0.314,0.32799999999999996,0.3588,0.2804,0.3196
186,contact,0,0,0,0,0.348,0.348,0.348,0.348,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.357,0.357,0.357,0.357,0,0,0,0,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.21600000000000003,0.28200000000000003,0.253,0.2538333333333333,0.29083333333333333,0.2723333333333333
187,contemplate,0.44400000000000006,0.44400000000000006,0.44400000000000006,0.44400000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.37,0.37,0.37,0.40499999999999997,0.44399999999999995,0.36750000000000005,0.48150000000000004,0.4245
188,contend,0.35100000000000003,0.35100000000000003,0.35100000000000003,0.35100000000000003,0.29100000000000004,0.29100000000000004,0.29100000000000004,0.29100000000000004,0,0,0,0,0.575,0.575,0.575,0.575,0,0,0,0,0.413,0.413,0.413,0.413,0.378125,0.42766666666666675,0.3678571428571429,0.4308571428571429,0.3993571428571429
189,content,0,0,0,0,0.47000000000000003,0.47000000000000003,0.47000000000000003,0.47000000000000003,0.41600000000000004,0.41600000000000004,0.41600000000000004,0.41600000000000004,0,0,0,0,0,0,0,0,0.434,0.434,0.434,0.434,0.45300000000000007,0.404,0.47600000000000003,0.38100000000000006,0.4285
190,contest,0.262,0.262,0.262,0.262,0,0,0,0,0,0,0,0,0.40499999999999997,0.40499999999999997,0.40499999999999997,0.40499999999999997,0.317,0.317,0.317,0.317,0,0,0,0,0.37583333333333335,0.336,0.42349999999999993,0.30825,0.36587499999999995
